ID,Verb,Variable,NewVal,Comment,Reviewer
CW435_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":435,""Crop"":""GB"",""SampleId"":""CW435_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW436_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":436,""Crop"":""GB"",""SampleId"":""CW436_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW437_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":437,""Crop"":""GB"",""SampleId"":""CW437_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW438_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":438,""Crop"":""GB"",""SampleId"":""CW438_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW439_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":439,""Crop"":""GB"",""SampleId"":""CW439_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW440_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":440,""Crop"":""GB"",""SampleId"":""CW440_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW441_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":441,""Crop"":""GB"",""SampleId"":""CW441_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW442_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":442,""Crop"":""GB"",""SampleId"":""CW442_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW443_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":443,""Crop"":""GB"",""SampleId"":""CW443_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW444_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":444,""Crop"":""GB"",""SampleId"":""CW444_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW445_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":445,""Crop"":""GB"",""SampleId"":""CW445_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW446_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":446,""Crop"":""GB"",""SampleId"":""CW446_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW447_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":447,""Crop"":""GB"",""SampleId"":""CW447_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW448_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":448,""Crop"":""GB"",""SampleId"":""CW448_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW449_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":449,""Crop"":""GB"",""SampleId"":""CW449_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW450_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":450,""Crop"":""GB"",""SampleId"":""CW450_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW451_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":451,""Crop"":""GB"",""SampleId"":""CW451_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW452_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":452,""Crop"":""GB"",""SampleId"":""CW452_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW453_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":453,""Crop"":""GB"",""SampleId"":""CW453_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW454_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":454,""Crop"":""GB"",""SampleId"":""CW454_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW455_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":455,""Crop"":""GB"",""SampleId"":""CW455_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW456_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":456,""Crop"":""GB"",""SampleId"":""CW456_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW457_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":457,""Crop"":""GB"",""SampleId"":""CW457_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW458_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":458,""Crop"":""GB"",""SampleId"":""CW458_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW459_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":459,""Crop"":""GB"",""SampleId"":""CW459_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW460_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":460,""Crop"":""GB"",""SampleId"":""CW460_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW461_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":461,""Crop"":""GB"",""SampleId"":""CW461_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW462_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":462,""Crop"":""GB"",""SampleId"":""CW462_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW463_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":463,""Crop"":""GB"",""SampleId"":""CW463_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW464_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":464,""Crop"":""GB"",""SampleId"":""CW464_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW465_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":465,""Crop"":""GB"",""SampleId"":""CW465_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW466_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":466,""Crop"":""GB"",""SampleId"":""CW466_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW467_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":467,""Crop"":""GB"",""SampleId"":""CW467_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW468_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":468,""Crop"":""GB"",""SampleId"":""CW468_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW469_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":469,""Crop"":""GB"",""SampleId"":""CW469_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW470_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":470,""Crop"":""GB"",""SampleId"":""CW470_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW472_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":472,""Crop"":""GB"",""SampleId"":""CW472_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW473_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":473,""Crop"":""GB"",""SampleId"":""CW473_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW474_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":474,""Crop"":""GB"",""SampleId"":""CW474_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW475_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":475,""Crop"":""GB"",""SampleId"":""CW475_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW476_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":476,""Crop"":""GB"",""SampleId"":""CW476_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW477_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":477,""Crop"":""GB"",""SampleId"":""CW477_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW478_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":478,""Crop"":""GB"",""SampleId"":""CW478_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW479_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":479,""Crop"":""GB"",""SampleId"":""CW479_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW480_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":480,""Crop"":""GB"",""SampleId"":""CW480_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW483_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":483,""Crop"":""GB"",""SampleId"":""CW483_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW484_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":484,""Crop"":""GB"",""SampleId"":""CW484_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW485_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":485,""Crop"":""GB"",""SampleId"":""CW485_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW486_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":486,""Crop"":""GB"",""SampleId"":""CW486_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW487_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":487,""Crop"":""GB"",""SampleId"":""CW487_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW488_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":488,""Crop"":""GB"",""SampleId"":""CW488_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW489_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":489,""Crop"":""GB"",""SampleId"":""CW489_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW490_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":490,""Crop"":""GB"",""SampleId"":""CW490_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW491_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":491,""Crop"":""GB"",""SampleId"":""CW491_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW492_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":492,""Crop"":""GB"",""SampleId"":""CW492_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW493_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":493,""Crop"":""GB"",""SampleId"":""CW493_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW497_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":497,""Crop"":""GB"",""SampleId"":""CW497_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW498_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":498,""Crop"":""GB"",""SampleId"":""CW498_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW499_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":499,""Crop"":""GB"",""SampleId"":""CW499_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW500_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":500,""Crop"":""GB"",""SampleId"":""CW500_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW501_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":501,""Crop"":""GB"",""SampleId"":""CW501_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW502_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":502,""Crop"":""GB"",""SampleId"":""CW502_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW503_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":503,""Crop"":""GB"",""SampleId"":""CW503_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW504_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":504,""Crop"":""GB"",""SampleId"":""CW504_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW505_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":505,""Crop"":""GB"",""SampleId"":""CW505_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW506_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":506,""Crop"":""GB"",""SampleId"":""CW506_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW511_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":511,""Crop"":""GB"",""SampleId"":""CW511_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW512_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":512,""Crop"":""GB"",""SampleId"":""CW512_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW513_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":513,""Crop"":""GB"",""SampleId"":""CW513_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW514_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":514,""Crop"":""GB"",""SampleId"":""CW514_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW515_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":515,""Crop"":""GB"",""SampleId"":""CW515_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW516_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":516,""Crop"":""GB"",""SampleId"":""CW516_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW517_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":517,""Crop"":""GB"",""SampleId"":""CW517_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW518_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":518,""Crop"":""GB"",""SampleId"":""CW518_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW519_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":519,""Crop"":""GB"",""SampleId"":""CW519_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW528_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":528,""Crop"":""GB"",""SampleId"":""CW528_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW529_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":529,""Crop"":""GB"",""SampleId"":""CW529_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
CW531_Bio_GB_2018,Create,,"{""HarvestYear"":2018,""FieldId"":""CW"",""ID2"":531,""Crop"":""GB"",""SampleId"":""CW531_Bio_GB_2018"",""CropExists"":1}",A decision was made to not collet a sample at this georeference point even though a crop was planted,Bryan Carlson
