HarvestYear,ID2,SampleId,Crop,Crop_qcApplied,Crop_qcResult,Crop_qcPhrase,BiomassDry,BiomassDry_qcApplied,BiomassDry_qcResult,BiomassDry_qcPhrase,GrainMassDry,GrainMassDry_qcApplied,GrainMassDry_qcResult,GrainMassDry_qcPhrase,GrainMoisture,GrainMoisture_qcApplied,GrainMoisture_qcResult,GrainMoisture_qcPhrase,GrainProtein,GrainProtein_qcApplied,GrainProtein_qcResult,GrainProtein_qcPhrase,GrainStarch,GrainStarch_qcApplied,GrainStarch_qcResult,GrainStarch_qcPhrase,GrainGluten,GrainGluten_qcApplied,GrainGluten_qcResult,GrainGluten_qcPhrase,GrainTestWeight,GrainTestWeight_qcApplied,GrainTestWeight_qcResult,GrainTestWeight_qcPhrase,CropExists,CropExists_qcApplied,CropExists_qcResult,CropExists_qcPhrase,Comments,ResidueNitrogen,ResidueNitrogen_qcPhrase,ResidueNitrogen_qcApplied,ResidueNitrogen_qcResult,ResidueCarbon,ResidueCarbon_qcPhrase,ResidueCarbon_qcApplied,ResidueCarbon_qcResult,GrainNitrogen,GrainNitrogen_qcPhrase,GrainNitrogen_qcApplied,GrainNitrogen_qcResult,GrainCarbon,GrainCarbon_qcPhrase,GrainCarbon_qcApplied,GrainCarbon_qcResult,GrainMass0,GrainMass0_qcApplied,GrainMass0_qcResult,GrainMass0_qcPhrase,GrainMass125,GrainMass125_qcApplied,GrainMass125_qcResult,GrainMass125_qcPhrase,BiomassDryPerArea,BiomassDryPerArea_qcApplied,BiomassDryPerArea_qcResult,BiomassDryPerArea_qcPhrase,GrainYieldDryPerArea,GrainYieldDryPerArea_qcApplied,GrainYieldDryPerArea_qcResult,GrainYieldDryPerArea_qcPhrase,GrainMass0PerArea,GrainMass0PerArea_qcApplied,GrainMass0PerArea_qcResult,GrainMass0PerArea_qcPhrase,GrainMass125PerArea,GrainMass125PerArea_qcApplied,GrainMass125PerArea_qcResult,GrainMass125PerArea_qcPhrase,HarvestIndex,HarvestIndex_qcApplied,HarvestIndex_qcResult,HarvestIndex_qcPhrase
2017,11,CE11_Bio_SW_2017_15-A,SW,000001,000000,,1457.7,000001,000000,,728.3,000001,000000,,4.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.0,000011,000000,,72.5,000011,000000,,20.8,000011,000000,,58.6,000011,000000,,1.0,000001,000000,,,0.36896940896940894,,000001,000000,44.632824472824474,,000001,000000,,,000001,000000,,,000001,000000,697.7113999999999,000001,000000,,784.9253249999999,000001,000000,,597.8100393700787,000001,000000,,298.6794619422572,000001,000000,,286.1349245406824,000001,000000,,321.9017901082677,000001,000000,,0.4996226932839405,000011,000000,
2017,12,CE12_Bio_SW_2017_16-A,SW,000001,000000,,1584.7,000001,000000,,798.3,000001,000000,,2.5,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.6,000011,000000,,69.1,000011,000000,,19.7,000011,000000,,57,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,778.3425,000001,000000,,875.6353124999999,000001,000000,,649.8933727034121,000001,000000,,327.386811023622,000001,000000,,319.20214074803147,000001,000000,,359.1024083415354,000001,000000,,0.5037546538777055,000011,000000,
2017,13,CE13_Bio_SW_2017_17-A,SW,000001,000000,,1680.7,000001,000000,,799.3,000001,000000,,4.0,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.0,000011,000000,,71.7,000011,000000,,20.3,000011,000000,,57.7,000011,000000,,1.0,000001,000000,,,0.46667395463241323,,000001,000000,44.41362667395464,,000001,000000,,,000001,000000,,,000001,000000,767.328,000001,000000,,863.2439999999999,000001,000000,,689.2634514435696,000001,000000,,327.79691601049865,000001,000000,,314.6850393700787,000001,000000,,354.02066929133855,000001,000000,,0.4755756530017254,000011,000000,
2017,14,CE14_Bio_SW_2017_19-A,SW,000001,000000,,,000001,000000,,,000001,000000,,,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",,000011,000010,"(Point) Value outside of bounds [7.0, 22.0]",,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",,000011,000010,"(Point) Value outside of bounds [14.0, 45.0]",,000011,000010,"(Assurance) Previous val: 0, reason: No crop at this location, sample not taken. | (Point) Value outside of bounds [0.0, 63.0]",0.0,000001,000000,"(Assurance) Previous val: 1, reason: No crop at this location, sample not taken.","No crop at this location, sample not taken.",,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000011,000010,"(Point) Value outside of bounds [0.08, 0.602]"
2017,15,CE15_Bio_SW_2017_20-A,SW,000001,000000,,1485.7,000001,000000,,746.3,000001,000000,,3.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.6,000011,000000,,70.5,000011,000000,,19.1,000011,000000,,58.7,000011,000000,,1.0,000001,000000,,,0.37638930609792726,,000001,000000,42.985896665665365,,000001,000000,,,000001,000000,,,000001,000000,719.4331999999999,000001,000000,,809.3623499999999,000001,000000,,609.2929790026246,000001,000000,,306.0613517060367,000001,000000,,295.0431430446194,000001,000000,,331.9235359251968,000001,000000,,0.5023221377128626,000011,000000,
2017,16,CE16_Bio_SW_2017_22-A,SW,000001,000000,,1704.7,000001,000000,"(Assurance) Previous val: nan, reason: 1978 g Total biomass found in 9-22-2017 DET",816.3,000001,000000,,4.0,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.0,000011,000000,,71.5,000011,000000,,19.4,000011,000000,,59.8,000011,000000,,1.0,000001,000000,,1978 g Total biomass found in 9-22-2017 DET,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,783.6479999999999,000001,000000,,881.6039999999999,000001,000000,,699.1059711286089,000001,000000,,334.76870078740154,000001,000000,,321.3779527559055,000001,000000,,361.55019685039366,000001,000000,,0.47885258403238107,000011,000000,
2017,17,CE17_Bio_SW_2017_23-A,SW,000001,000000,,1338.7,000001,000000,,598.3,000001,000000,,4.0,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.1,000011,000000,,72.4,000011,000000,,19.5,000011,000000,,60.1,000011,000000,,1.0,000001,000000,,,0.3744956140350877,,000001,000000,43.651795504385966,,000001,000000,,,000001,000000,,,000001,000000,574.3679999999999,000001,000000,,646.164,000001,000000,,549.0075459317585,000001,000000,,245.36581364829394,000001,000000,,235.55118110236216,000001,000000,,264.99507874015745,000001,000000,,0.446926122357511,000011,000000,
2017,18,CE18_Bio_SW_2017_1-B,SW,000001,000000,,2142.7,000001,000000,,1033.3,000001,000000,,4.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.7,000011,000000,,72.5,000011,000000,,23.8,000011,000000,,60.49605,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,982.6682999999999,000001,000000,,1105.5018375,000001,000000,,878.7319553805773,000001,000000,,423.7614829396325,000001,000000,,402.9971702755905,000001,000000,,453.37181656003935,000001,000000,,0.48224203108227937,000011,000000,
2017,19,CE19_Bio_SW_2017_2-B,SW,000001,000000,,1207.7,000001,000000,,516.3,000001,000000,,4.4,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",13.0,000011,000000,,68.2,000011,000000,,22.7,000011,000000,,55.6,000011,000000,,1.0,000001,000000,,,0.5309680908599244,,000001,000000,43.86022714981071,,000001,000000,,,000001,000000,,,000001,000000,493.58279999999996,000001,000000,,555.2806499999999,000001,000000,,495.28379265091866,000001,000000,,211.73720472440942,000001,000000,,202.4207677165354,000001,000000,,227.7233636811023,000001,000000,,0.4275068311666804,000011,000000,
2017,20,CE20_Bio_SW_2017_3-B,SW,000001,000000,,944.7,000001,000000,,494.3,000001,000000,,2.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.6,000011,000000,,69.1,000011,000000,,19.0,000011,000000,,57.4,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,481.4482,000001,000000,,541.629225,000001,000000,,387.4261811023622,000001,000000,,202.71489501312337,000001,000000,,197.44430774278214,000001,000000,,222.12484621062993,000001,000000,,0.5232348893828729,000011,000000,
2017,21,CE21_Bio_SW_2017_4-B,SW,000001,000000,,1674.7,000001,000000,,891.3,000001,000000,,3.7,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.6,000011,000000,,70.5,000011,000000,,19.0,000011,000000,,60.4608,000011,000000,,1.0,000001,000000,,,0.33924617196702,,000001,000000,42.52048586572438,,000001,000000,,,000001,000000,,,000001,000000,858.3218999999999,000001,000000,,965.6121374999999,000001,000000,,686.8028215223097,000001,000000,,365.5265748031496,000001,000000,,352.002091535433,000001,000000,,396.00235297736214,000001,000000,,0.5322147250253776,000011,000000,
2017,22,CE22_Bio_SW_2017_5-B,SW,000001,000000,,1654.7,000001,000000,,815.3,000001,000000,,1.1,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.1,000011,000000,,68.8,000011,000000,,18.6,000011,000000,,58.3,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,806.3317,000001,000000,,907.1231624999999,000001,000000,,678.6007217847769,000001,000000,,334.3585958005249,000001,000000,,330.68065124671915,000001,000000,,372.015732652559,000001,000000,,0.49271771318063695,000011,000000,
2017,23,CE23_Bio_SW_2017_6-B,SW,000001,000000,,1445.7,000001,000000,,732.3,000001,000000,,4.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.8,000011,000000,,72.9,000011,000000,,20.1,000011,000000,,59.8,000011,000000,,1.0,000001,000000,,,0.35617411225658646,,000001,000000,44.04317583046965,,000001,000000,,,000001,000000,,,000001,000000,698.6142,000001,000000,,785.940975,000001,000000,,592.888779527559,000001,000000,,300.31988188976374,000001,000000,,286.5051673228346,000001,000000,,322.318313238189,000001,000000,,0.5065366258559867,000011,000000,
2017,24,CE24_Bio_SW_2017_7-B,SW,000001,000000,,1665.7,000001,000000,,880.3,000001,000000,,3.7,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.6,000011,000000,,71.8,000011,000000,,19.1,000011,000000,,59.3,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,847.7289,000001,000000,,953.6950125,000001,000000,,683.11187664042,000001,000000,,361.01541994750653,000001,000000,,347.6578494094488,000001,000000,,391.11508058562987,000001,000000,,0.528486522182866,000011,000000,
2017,25,CE25_Bio_SW_2017_8-B,SW,000001,000000,,1779.7,000001,000000,,849.3,000001,000000,,4.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.8,000011,000000,,73.1,000011,000000,,22.4,000011,000000,,55.2,000011,000000,,1.0,000001,000000,,,0.37444976076555025,,000001,000000,44.08740131578948,,000001,000000,,,000001,000000,,,000001,000000,810.2321999999999,000001,000000,,911.511225,000001,000000,,729.8638451443569,000001,000000,,348.30216535433067,000001,000000,,332.28026574803147,000001,000000,,373.8152989665354,000001,000000,,0.47721526099904477,000011,000000,
2017,26,CE26_Bio_SW_2017_9-B,SW,000001,000000,,1530.7,000001,000000,,821.3,000001,000000,,2.8,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.3,000011,000000,,69.1,000011,000000,,19.2,000011,000000,,59.1,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,798.3036,000001,000000,,898.09155,000001,000000,,627.7477034120735,000001,000000,,336.81922572178473,000001,000000,,327.38828740157476,000001,000000,,368.3118233267716,000001,000000,,0.5365519043574835,000011,000000,
2017,27,CE27_Bio_SW_2017_10-B,SW,000001,000000,,1611.7,000001,000000,,773.3,000001,000000,,5.1,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.7,000011,000000,,78.6,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",20.4,000011,000000,,59.8,000011,000000,,1.0,000001,000000,,,0.3417663817663818,,000001,000000,44.67436182336183,,000001,000000,,,000001,000000,,,000001,000000,733.8616999999999,000001,000000,,825.5944124999999,000001,000000,,660.9662073490814,000001,000000,,317.134186351706,000001,000000,,300.96034284776897,000001,000000,,338.5803857037401,000001,000000,,0.47980393373456587,000011,000000,
2017,28,CE28_Bio_SW_2017_11-B,SW,000001,000000,,1260.7,000001,000000,,674.3,000001,000000,,4.4,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.1,000011,000000,,73.2,000011,000000,,20.1,000011,000000,,59.1,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,644.6307999999999,000001,000000,,725.2096499999999,000001,000000,,517.0193569553805,000001,000000,,276.5337926509186,000001,000000,,264.36630577427815,000001,000000,,297.41209399606294,000001,000000,,0.5348615848338224,000011,000000,
2017,29,CE29_Bio_SW_2017_12-B,SW,000001,000000,,1147.7,000001,000000,,587.3,000001,000000,,4.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.6,000011,000000,,78.2,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",20.1,000011,000000,,60.3,000011,000000,,1.0,000001,000000,,,0.32503007734173583,,000001,000000,44.95249212260097,,000001,000000,,,000001,000000,,,000001,000000,560.2841999999999,000001,000000,,630.319725,000001,000000,,470.6774934383202,000001,000000,,240.8546587926509,000001,000000,,229.77534448818895,000001,000000,,258.49726254921256,000001,000000,,0.5117190903546223,000011,000000,
2017,30,CE30_Bio_SW_2017_13-B,SW,000001,000000,,1344.7,000001,000000,,643.3,000001,000000,,3.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.9,000011,000000,,70.6,000011,000000,,20.3,000011,000000,,57.8,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,620.1411999999999,000001,000000,,697.6588499999999,000001,000000,,551.4681758530184,000001,000000,,263.82053805774274,000001,000000,,254.32299868766398,000001,000000,,286.113373523622,000001,000000,,0.47839666840187395,000011,000000,
2017,31,CE31_Bio_SW_2017_14-B,SW,000001,000000,,1480.7,000001,000000,,739.3,000001,000000,,3.8,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.9,000011,000000,,70.9,000011,000000,,20.1,000011,000000,,58.1,000011,000000,,1.0,000001,000000,,,0.41667507709559853,,000001,000000,44.884737874964955,,000001,000000,,,000001,000000,,,000001,000000,711.2066,000001,000000,,800.1074249999999,000001,000000,,607.2424540682415,000001,000000,,303.19061679790025,000001,000000,,291.66937335958005,000001,000000,,328.1280450295275,000001,000000,,0.49929087593705673,000011,000000,
2017,32,CE32_Bio_SW_2017_15-B,SW,000001,000000,,1369.7,000001,000000,,677.3,000001,000000,,2.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.0,000011,000000,,68.9,000011,000000,,19.3,000011,000000,,58.5,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,662.3993999999999,000001,000000,,745.1993249999999,000001,000000,,561.7208005249344,000001,000000,,277.7641076115485,000001,000000,,271.65329724409446,000001,000000,,305.6099593996063,000001,000000,,0.4944878440534423,000011,000000,
2017,33,CE33_Bio_SW_2017_16-B,SW,000001,000000,,1160.7,000001,000000,,548.3,000001,000000,,4.1,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",13.3,000011,000000,,69.6,000011,000000,,21.8,000011,000000,,56.8,000011,000000,"(Assurance) Previous val: 56,8, reason: Test Weight needs to be corrected from 56,8 to 56.8",1.0,000001,000000,,"Test Weight needs to be corrected from 56,8 to 56.8",0.47553858740114535,,000001,000000,45.01983365148624,,000001,000000,,,000001,000000,,,000001,000000,525.8197,000001,000000,,591.5471625,000001,000000,,476.0088582677165,000001,000000,,224.86056430446192,000001,000000,,215.641281167979,000001,000000,,242.59644131397638,000001,000000,,0.4723873524597226,000011,000000,
2017,34,CE34_Bio_SW_2017_17-B,SW,000001,000000,,1945.7,000001,000000,,868.3,000001,000000,,5.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.2,000011,000000,,73.6,000011,000000,,19.8,000011,000000,,59,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,817.0703,000001,000000,,919.2040875,000001,000000,,797.9412729658792,000001,000000,,356.0941601049868,000001,000000,,335.0846046587926,000001,000000,,376.97018024114175,000001,000000,,0.44626612530194787,000011,000000,
2017,35,CE35_Bio_SW_2017_18-B,SW,000001,000000,,2015.7,000001,000000,,1010.3,000001,000000,,4.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.2,000011,000000,,70.6,000011,000000,,20.3,000011,000000,,59.501999999999995,000011,000000,,1.0,000001,000000,,,0.4550295524908528,,000001,000000,42.54818181818182,,000001,000000,,,000001,000000,,,000001,000000,963.8262,000001,000000,,1084.304475,000001,000000,,826.6486220472441,000001,000000,,414.32906824146977,000001,000000,,395.2699311023622,000001,000000,,444.6786724901574,000001,000000,,0.5012154586496006,000011,000000,
2017,36,CE36_Bio_SW_2017_19-B,SW,000001,000000,,2620.7,000001,000000,,1321.3,000001,000000,,3.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.3,000011,000000,,70.2,000011,000000,,18.9,000011,000000,,60.763949999999994,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,1277.6970999999999,000001,000000,,1437.4092374999998,000001,000000,,1074.7621391076113,000001,000000,,541.8717191601049,000001,000000,,523.9899524278214,000001,000000,,589.4886964812991,000001,000000,,0.5041782729805014,000011,000000,
2017,37,CE37_Bio_SW_2017_20-B,SW,000001,000000,,1426.7,000001,000000,,617.3,000001,000000,,2.8,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.5,000011,000000,,69.5,000011,000000,,19.7,000011,000000,,55.6,000011,000000,,1.0,000001,000000,,,0.4720206956021845,,000001,000000,43.9986202931877,,000001,000000,,,000001,000000,,,000001,000000,600.0156,000001,000000,,675.0175499999999,000001,000000,,585.0967847769028,000001,000000,,253.1578083989501,000001,000000,,246.0693897637795,000001,000000,,276.8280634842519,000001,000000,,0.4326768066166678,000011,000000,
2017,38,CE38_Bio_SW_2017_21-B,SW,000001,000000,,2094.7,000001,000000,,1012.3,000001,000000,,3.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.6,000011,000000,,68.8,000011,000000,,19.3,000011,000000,,59.642999999999994,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,972.8203,000001,000000,,1094.4228375,000001,000000,,859.0469160104985,000001,000000,,415.14927821522303,000001,000000,,398.9584563648294,000001,000000,,448.82826341043307,000001,000000,,0.4832672936458682,000011,000000,
2017,39,CE39_Bio_SW_2017_22-B,SW,000001,000000,,952.7,000001,000000,,442.3,000001,000000,,3.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.5,000011,000000,,70.1,000011,000000,,19.1,000011,000000,,57.1,000011,000000,,1.0,000001,000000,,,0.3515881231272133,,000001,000000,44.15131844184146,,000001,000000,,,000001,000000,,,000001,000000,427.70410000000004,000001,000000,,481.16711250000003,000001,000000,,390.7070209973753,000001,000000,,181.38943569553805,000001,000000,,175.4035843175853,000001,000000,,197.32903235728347,000001,000000,,0.4642594730765194,000011,000000,
2017,40,CE40_Bio_SW_2017_23-B,SW,000001,000000,,1273.7,000001,000000,,572.3,000001,000000,,2.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.5,000011,000000,,68.9,000011,000000,,18.7,000011,000000,,56.2,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,559.7094,000001,000000,,629.6730749999999,000001,000000,,522.3507217847769,000001,000000,,234.7030839895013,000001,000000,,229.53961614173227,000001,000000,,258.2320681594488,000001,000000,,0.4493208761874853,000011,000000,
