HarvestYear,ID2,SampleId,Crop,Crop_qcApplied,Crop_qcResult,Crop_qcPhrase,BiomassDry,BiomassDry_qcApplied,BiomassDry_qcResult,BiomassDry_qcPhrase,GrainMassDry,GrainMassDry_qcApplied,GrainMassDry_qcResult,GrainMassDry_qcPhrase,CropExists,CropExists_qcApplied,CropExists_qcResult,CropExists_qcPhrase,Comments,Graind13C,Graind13C_qcPhrase,Graind13C_qcApplied,Graind13C_qcResult,GrainNitrogen,GrainNitrogen_qcPhrase,GrainNitrogen_qcApplied,GrainNitrogen_qcResult,GrainCarbon,GrainCarbon_qcPhrase,GrainCarbon_qcApplied,GrainCarbon_qcResult,Residued13C,Residued13C_qcPhrase,Residued13C_qcApplied,Residued13C_qcResult,ResidueNitrogen,ResidueNitrogen_qcPhrase,ResidueNitrogen_qcApplied,ResidueNitrogen_qcResult,ResidueCarbon,ResidueCarbon_qcPhrase,ResidueCarbon_qcApplied,ResidueCarbon_qcResult,GrainProtein,GrainProtein_qcApplied,GrainProtein_qcResult,GrainProtein_qcPhrase,GrainMoisture,GrainMoisture_qcApplied,GrainMoisture_qcResult,GrainMoisture_qcPhrase,GrainStarch,GrainStarch_qcApplied,GrainStarch_qcResult,GrainStarch_qcPhrase,GrainGluten,GrainGluten_qcApplied,GrainGluten_qcResult,GrainGluten_qcPhrase,GrainMass0,GrainMass0_qcApplied,GrainMass0_qcResult,GrainMass0_qcPhrase,GrainMass125,GrainMass125_qcApplied,GrainMass125_qcResult,GrainMass125_qcPhrase,BiomassDryPerArea,BiomassDryPerArea_qcApplied,BiomassDryPerArea_qcResult,BiomassDryPerArea_qcPhrase,GrainYieldDryPerArea,GrainYieldDryPerArea_qcApplied,GrainYieldDryPerArea_qcResult,GrainYieldDryPerArea_qcPhrase,GrainMass0PerArea,GrainMass0PerArea_qcApplied,GrainMass0PerArea_qcResult,GrainMass0PerArea_qcPhrase,GrainMass125PerArea,GrainMass125PerArea_qcApplied,GrainMass125PerArea_qcResult,GrainMass125PerArea_qcPhrase,HarvestIndex,HarvestIndex_qcApplied,HarvestIndex_qcResult,HarvestIndex_qcPhrase
2018,11,CE11_Bio_GB_2018_15-A,GB,000001,000000,,1124.4,000001,000000,,581.5333333333333,000001,000000,,1.0,000001,000000,,,-23.464332900000002,,000001,000000,4.164338983050848,,000001,000000,44.16615012106538,,000001,000000,-25.981141199999996,,000001,000000,0.5347858197932053,,000001,000000,43.57063023141309,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,461.1220472440945,000001,000000,,238.4897200349956,000001,000000,,,000001,000000,,,000001,000000,,0.5171943555081228,000001,000000,
2018,12,CE12_Bio_GB_2018_16-A,GB,000001,000000,,1000.4,000001,000000,,510.53333333333336,000001,000000,,1.0,000001,000000,,,-23.026362300000002,,000001,000000,4.199309764309764,,000001,000000,44.62586279461279,,000001,000000,-26.1317721,,000001,000000,0.4854134565998973,,000001,000000,45.29151258346174,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,410.2690288713911,000001,000000,,209.37226596675416,000001,000000,,,000001,000000,,,000001,000000,,0.5103292016526723,000001,000000,
2018,13,CE13_Bio_GB_2018_17-A,GB,000001,000000,,893.4,000001,000000,,435.53333333333336,000001,000000,,1.0,000001,000000,,,-22.873175400000008,,000001,000000,4.116681299385426,,000001,000000,44.2305531167691,,000001,000000,-26.430097599999996,,000001,000000,0.5731373037627709,,000001,000000,45.290779965113394,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,366.3877952755905,000001,000000,,178.61439195100613,000001,000000,,,000001,000000,,,000001,000000,,0.48750093276621154,000001,000000,
2018,14,CE14_Bio_GB_2018_19-A,GB,000001,000000,,1204.4,000001,000000,,490.53333333333336,000001,000000,,1.0,000001,000000,,,-22.6274595,,000001,000000,4.4287986463620985,,000001,000000,44.302580372250425,,000001,000000,-26.241415000000003,,000001,000000,0.8992429977289933,,000001,000000,45.34586172091849,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,493.93044619422574,000001,000000,,201.17016622922134,000001,000000,,,000001,000000,,,000001,000000,,0.4072844016384368,000001,000000,
2018,15,CE15_Bio_GB_2018_20-A,GB,000001,000000,,1279.4,000001,000000,,630.5333333333333,000001,000000,,1.0,000001,000000,,,-24.2129957,,000001,000000,4.188520710059172,,000001,000000,44.93353057199212,,000001,000000,-27.963231999999998,,000001,000000,0.49435399159663873,,000001,000000,46.710084033613455,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,524.6883202099738,000001,000000,,258.584864391951,000001,000000,,,000001,000000,,,000001,000000,,0.4928351831587723,000001,000000,
2018,16,CE16_Bio_GB_2018_22-A,GB,000001,000000,,1250.4,000001,000000,,578.5333333333333,000001,000000,,1.0,000001,000000,,,-23.87557290000001,,000001,000000,4.308081343943412,,000001,000000,44.482802829354554,,000001,000000,-28.212020799999998,,000001,000000,0.5553099471407977,,000001,000000,45.67609322441134,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,512.7952755905512,000001,000000,,237.25940507436567,000001,000000,,,000001,000000,,,000001,000000,,0.4626786095116228,000001,000000,
2018,17,CE17_Bio_GB_2018_23-A,GB,000001,000000,,2522.4,000001,000000,,1192.5333333333333,000001,000000,,1.0,000001,000000,,,-26.7114854,,000001,000000,3.4302236286919827,,000001,000000,44.265451476793245,,000001,000000,-27.504992799999997,,000001,000000,0.5040949842500607,,000001,000000,46.284843712139576,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1034.4488188976377,000001,000000,,489.0638670166229,000001,000000,,,000001,000000,,,000001,000000,,0.47277724918067454,000001,000000,
2018,18,CE18_Bio_GB_2018_1-B,GB,000001,000000,,1317.4,000001,000000,,640.5333333333333,000001,000000,,1.0,000001,000000,,,-24.3425316,,000001,000000,4.38520226185298,,000001,000000,44.36805567638103,,000001,000000,-26.458803999999994,,000001,000000,0.6177992681651855,,000001,000000,45.12013852587559,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,540.2723097112861,000001,000000,,262.68591426071737,000001,000000,,,000001,000000,,,000001,000000,,0.4862102120338039,000001,000000,
2018,19,CE19_Bio_GB_2018_2-B,GB,000001,000000,,1252.4,000001,000000,,522.5333333333333,000001,000000,,1.0,000001,000000,,,-23.775461999999997,,000001,000000,4.726701974000963,,000001,000000,44.40654790563312,,000001,000000,-27.0655532,,000001,000000,0.9071390937829293,,000001,000000,46.97237881981033,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,513.6154855643044,000001,000000,,214.29352580927383,000001,000000,,,000001,000000,,,000001,000000,,0.41722559352709465,000001,000000,
2018,20,CE20_Bio_GB_2018_3-B,GB,000001,000000,,870.4,000001,000000,,408.53333333333336,000001,000000,,1.0,000001,000000,,,-23.195037500000005,,000001,000000,4.6925,,000001,000000,44.464943999999996,,000001,000000,,"(Assurance) Previous val: -26.237732600000005, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,"(Assurance) Previous val: 0.814985521235521, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,"(Assurance) Previous val: 47.73798262548262, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,356.9553805774278,000001,000000,,167.54155730533682,000001,000000,,,000001,000000,,,000001,000000,,0.46936274509803927,000001,000000,
2018,21,CE21_Bio_GB_2018_4-B,GB,000001,000000,,1896.4,000001,000000,,1006.5333333333333,000001,000000,,1.0,000001,000000,,,-24.466834900000002,,000001,000000,4.066086956521739,,000001,000000,44.77862003780718,,000001,000000,,"(Assurance) Previous val: -26.8266712, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,"(Assurance) Previous val: 0.4647724536479654, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,"(Assurance) Previous val: 46.562533108596206, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,777.7230971128608,000001,000000,,412.7843394575678,000001,000000,,,000001,000000,,,000001,000000,,0.5307600365605006,000001,000000,
2018,22,CE22_Bio_GB_2018_5-B,GB,000001,000000,,1255.4,000001,000000,,673.5333333333333,000001,000000,,1.0,000001,000000,,,-24.04256,,000001,000000,4.112025477707006,,000001,000000,44.54371125265392,,000001,000000,-27.242337999999997,,000001,000000,0.4428773704171935,,000001,000000,46.148166877370414,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,514.8458005249344,000001,000000,,276.2193788276465,000001,000000,,,000001,000000,,,000001,000000,,0.5365089480112579,000001,000000,
2018,23,CE23_Bio_GB_2018_6-B,GB,000001,000000,,1070.4,000001,000000,,554.5333333333333,000001,000000,,1.0,000001,000000,,,-23.7816258,,000001,000000,4.455745438362261,,000001,000000,44.60142412105029,,000001,000000,-26.879189100000005,,000001,000000,0.43190200210748164,,000001,000000,46.913566912539515,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,438.9763779527559,000001,000000,,227.4168853893263,000001,000000,,,000001,000000,,,000001,000000,,0.518061783756851,000001,000000,
2018,24,CE24_Bio_GB_2018_7-B,GB,000001,000000,,1434.4,000001,000000,,783.5333333333333,000001,000000,,1.0,000001,000000,,,-23.970649,,000001,000000,4.09532416502947,,000001,000000,44.46312377210215,,000001,000000,-26.274870399999998,,000001,000000,0.3989757681738696,,000001,000000,45.40201099175618,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,588.2545931758531,000001,000000,,321.330927384077,000001,000000,,,000001,000000,,,000001,000000,,0.5462446551403606,000001,000000,
2018,25,CE25_Bio_GB_2018_8-B,GB,000001,000000,,1354.4,000001,000000,,696.5333333333333,000001,000000,,1.0,000001,000000,,,-23.800117200000003,,000001,000000,4.092217372326495,,000001,000000,44.01077258838935,,000001,000000,-27.382706199999994,,000001,000000,0.45241621200311766,,000001,000000,43.55811899194595,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,555.4461942257218,000001,000000,,285.65179352580924,000001,000000,,,000001,000000,,,000001,000000,,0.5142744634770623,000001,000000,
2018,26,CE26_Bio_GB_2018_9-B,GB,000001,000000,,1390.4,000001,000000,,771.5333333333333,000001,000000,,1.0,000001,000000,,,-24.0795428,,000001,000000,3.8349254405784,,000001,000000,44.06178038861274,,000001,000000,-26.500853400000004,,000001,000000,0.3315762273901809,,000001,000000,47.14802325581395,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,570.2099737532808,000001,000000,,316.40966754155727,000001,000000,,,000001,000000,,,000001,000000,,0.5549002685078634,000001,000000,
2018,27,CE27_Bio_GB_2018_10-B,GB,000001,000000,,992.4,000001,000000,,572.5333333333333,000001,000000,,1.0,000001,000000,,,-23.8350454,,000001,000000,4.00165784114053,,000001,000000,44.30950712830957,,000001,000000,-27.301440399999997,,000001,000000,0.37416566337587287,,000001,000000,45.56064290874067,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,406.9881889763779,000001,000000,,234.79877515310585,000001,000000,,,000001,000000,,,000001,000000,,0.5769179094451162,000001,000000,
2018,28,CE28_Bio_GB_2018_11-B,GB,000001,000000,,1016.4,000001,000000,,511.53333333333336,000001,000000,,1.0,000001,000000,,,-23.5617836,,000001,000000,4.308327508736895,,000001,000000,44.49419870194708,,000001,000000,-26.693609800000004,,000001,000000,0.44003599897145795,,000001,000000,47.3077012085369,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,416.8307086614173,000001,000000,,209.7823709536308,000001,000000,,,000001,000000,,,000001,000000,,0.5032795487340942,000001,000000,
2018,29,CE29_Bio_GB_2018_12-B,GB,000001,000000,,1218.4,000001,000000,,685.5333333333333,000001,000000,,1.0,000001,000000,,,-23.5680448,,000001,000000,3.764106976744186,,000001,000000,44.880818604651175,,000001,000000,-28.265020599999993,,000001,000000,0.3271764705882353,,000001,000000,46.092027534418015,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,499.6719160104987,000001,000000,,281.1406386701662,000001,000000,,,000001,000000,,,000001,000000,,0.5626504705624862,000001,000000,
2018,30,CE30_Bio_GB_2018_13-B,GB,000001,000000,,1080.4,000001,000000,,563.5333333333333,000001,000000,,1.0,000001,000000,,,-23.181605400000002,,000001,000000,3.9382861762328214,,000001,000000,44.41052950687146,,000001,000000,-25.893017,,000001,000000,0.3815512048192771,,000001,000000,45.25281124497991,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,443.07742782152235,000001,000000,,231.10783027121607,000001,000000,,,000001,000000,,,000001,000000,,0.5215969394051585,000001,000000,
2018,31,CE31_Bio_GB_2018_14-B,GB,000001,000000,,950.4,000001,000000,,489.53333333333336,000001,000000,,1.0,000001,000000,,,-23.309999000000005,,000001,000000,3.7949751737835165,,000001,000000,44.69652432969216,,000001,000000,-26.661875199999997,,000001,000000,0.5420961347869178,,000001,000000,43.460728444003976,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,389.76377952755905,000001,000000,,200.7600612423447,000001,000000,,,000001,000000,,,000001,000000,,0.5150813692480359,000001,000000,
2018,32,CE32_Bio_GB_2018_15-B,GB,000001,000000,,955.4,000001,000000,,495.53333333333336,000001,000000,,1.0,000001,000000,,,-22.930749,,000001,000000,4.016973795435334,,000001,000000,44.2513102282333,,000001,000000,-26.471820800000003,,000001,000000,0.46415692007797277,,000001,000000,46.673001949317744,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,391.81430446194224,000001,000000,,203.22069116360456,000001,000000,,,000001,000000,,,000001,000000,,0.5186658293210523,000001,000000,
2018,33,CE33_Bio_GB_2018_16-B,GB,000001,000000,,458.4,000001,000000,,208.53333333333333,000001,000000,,1.0,000001,000000,,,-22.477356899999997,,000001,000000,4.399331333047578,,000001,000000,44.88791255893698,,000001,000000,-26.325903999999994,,000001,000000,0.7478419010669254,,000001,000000,45.201588263821534,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,187.99212598425194,000001,000000,,85.52055993000874,000001,000000,,,000001,000000,,,000001,000000,,0.45491564863292616,000001,000000,
2018,34,CE34_Bio_GB_2018_17-B,GB,000001,000000,,894.4,000001,000000,,446.53333333333336,000001,000000,,1.0,000001,000000,,,-23.198119400000003,,000001,000000,4.157152202354993,,000001,000000,43.88153510684691,,000001,000000,,"(Assurance) Previous val: -26.195849600000003, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,"(Assurance) Previous val: 0.6332385690594646, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,"(Assurance) Previous val: 46.597701966358684, reason: C peak exceeds maximum detection threshold. Data is only an estimation, not publishable quality! Will require reweigh.",000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,366.7979002624672,000001,000000,,183.12554680664917,000001,000000,,,000001,000000,,,000001,000000,,0.49925462134764464,000001,000000,
2018,35,CE35_Bio_GB_2018_18-B,GB,000001,000000,,1342.4,000001,000000,,692.5333333333333,000001,000000,,1.0,000001,000000,,,-23.6668686,,000001,000000,4.0073990610328645,,000001,000000,44.653990610328634,,000001,000000,-28.1663032,,000001,000000,0.45701412566975164,,000001,000000,45.404274232830005,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,550.5249343832021,000001,000000,,284.0113735783027,000001,000000,,,000001,000000,,,000001,000000,,0.5158919348430672,000001,000000,
2018,36,CE36_Bio_GB_2018_19-B,GB,000001,000000,,1668.4,000001,000000,,784.5333333333333,000001,000000,,1.0,000001,000000,,,-24.738148800000005,,000001,000000,3.727635327635327,,000001,000000,44.32232397232397,,000001,000000,-27.643923200000003,,000001,000000,0.38374539715938977,,000001,000000,46.58136507101526,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,684.2191601049868,000001,000000,,321.7410323709536,000001,000000,,,000001,000000,,,000001,000000,,0.47023095980180607,000001,000000,
2018,37,CE37_Bio_GB_2018_20-B,GB,000001,000000,,692.4,000001,000000,,243.53333333333333,000001,000000,,1.0,000001,000000,,,-22.5283198,,000001,000000,4.552504807692308,,000001,000000,44.424211538461535,,000001,000000,-25.69291700000001,,000001,000000,1.612873674059788,,000001,000000,45.74877049180328,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,283.9566929133858,000001,000000,,99.87423447069116,000001,000000,,,000001,000000,,,000001,000000,,0.3517234739071828,000001,000000,
2018,38,CE38_Bio_GB_2018_21-B,GB,000001,000000,,1108.4,000001,000000,,489.53333333333336,000001,000000,,1.0,000001,000000,,,-23.763510000000004,,000001,000000,4.349252127183162,,000001,000000,44.18837886251679,,000001,000000,-26.834716300000004,,000001,000000,0.7936739015352039,,000001,000000,44.33002911593435,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,454.5603674540682,000001,000000,,200.7600612423447,000001,000000,,,000001,000000,,,000001,000000,,0.4416576446529532,000001,000000,
2018,39,CE39_Bio_GB_2018_22-B,GB,000001,000000,,669.4,000001,000000,,285.53333333333336,000001,000000,,1.0,000001,000000,,,-22.914584599999998,,000001,000000,4.653610078479967,,000001,000000,44.67849648905411,,000001,000000,-26.137717599999995,,000001,000000,1.1268772782503038,,000001,000000,44.078068043742405,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,274.5242782152231,000001,000000,,117.09864391951007,000001,000000,,,000001,000000,,,000001,000000,,0.4265511403246689,000001,000000,
2018,40,CE40_Bio_GB_2018_23-B,GB,000001,000000,,435.4,000001,000000,,132.53333333333333,000001,000000,,1.0,000001,000000,,,-22.042406900000003,,000001,000000,4.781626506024097,,000001,000000,44.51414802065405,,000001,000000,-25.840021599999993,,000001,000000,1.5751212043888747,,000001,000000,44.044322531257976,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,178.55971128608923,000001,000000,,54.352580927384075,000001,000000,,,000001,000000,,,000001,000000,,0.30439442658092175,000001,000000,
