HarvestYear,ID2,SampleId,Crop,Crop_qcApplied,Crop_qcResult,Crop_qcPhrase,BiomassDry,BiomassDry_qcApplied,BiomassDry_qcResult,BiomassDry_qcPhrase,GrainMassDry,GrainMassDry_qcApplied,GrainMassDry_qcResult,GrainMassDry_qcPhrase,GrainTestWeight,GrainTestWeight_qcApplied,GrainTestWeight_qcResult,GrainTestWeight_qcPhrase,CropExists,CropExists_qcApplied,CropExists_qcResult,CropExists_qcPhrase,Comments,GrainProtein,GrainProtein_qcApplied,GrainProtein_qcResult,GrainProtein_qcPhrase,GrainMoisture,GrainMoisture_qcApplied,GrainMoisture_qcResult,GrainMoisture_qcPhrase,GrainStarch,GrainStarch_qcApplied,GrainStarch_qcResult,GrainStarch_qcPhrase,GrainGluten,GrainGluten_qcApplied,GrainGluten_qcResult,GrainGluten_qcPhrase,Graind13C,Graind13C_qcApplied,Graind13C_qcResult,Graind13C_qcPhrase,GrainNitrogen,GrainNitrogen_qcApplied,GrainNitrogen_qcResult,GrainNitrogen_qcPhrase,GrainCarbon,GrainCarbon_qcApplied,GrainCarbon_qcResult,GrainCarbon_qcPhrase,Residued13C,Residued13C_qcApplied,Residued13C_qcResult,Residued13C_qcPhrase,ResidueNitrogen,ResidueNitrogen_qcApplied,ResidueNitrogen_qcResult,ResidueNitrogen_qcPhrase,ResidueCarbon,ResidueCarbon_qcApplied,ResidueCarbon_qcResult,ResidueCarbon_qcPhrase,GrainMass0,GrainMass0_qcApplied,GrainMass0_qcResult,GrainMass0_qcPhrase,GrainMass125,GrainMass125_qcApplied,GrainMass125_qcResult,GrainMass125_qcPhrase,BiomassDryPerArea,BiomassDryPerArea_qcApplied,BiomassDryPerArea_qcResult,BiomassDryPerArea_qcPhrase,GrainYieldDryPerArea,GrainYieldDryPerArea_qcApplied,GrainYieldDryPerArea_qcResult,GrainYieldDryPerArea_qcPhrase,GrainMass0PerArea,GrainMass0PerArea_qcApplied,GrainMass0PerArea_qcResult,GrainMass0PerArea_qcPhrase,GrainMass125PerArea,GrainMass125PerArea_qcApplied,GrainMass125PerArea_qcResult,GrainMass125PerArea_qcPhrase,HarvestIndex,HarvestIndex_qcApplied,HarvestIndex_qcResult,HarvestIndex_qcPhrase
2019,11,CE11_GP_2019_WW_Bio,WW,000001,000000,,3584.0,000001,000000,,1850.0,000001,000000,,58.021499999999996,000011,000000,,1,000001,000000,,,10.3252,000011,000000,,7.9841,000011,000000,,73.8131,000011,000000,,25.6478,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1702.29415,000001,000000,,1915.08091875,000001,000000,,1469.816272965879,000001,000000,,758.6942257217847,000001,000000,,698.1193200459317,000001,000000,,785.3842350516732,000001,000000,,0.5161830357142857,000011,000000,
2019,12,CE12_GP_2019_WW_Bio,WW,000001,000000,,2816.0,000001,000000,,1402.0,000001,000000,,58.937999999999995,000011,000000,,1,000001,000000,,,9.5737,000011,000000,,7.8463,000011,000000,,75.5299,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",23.0472,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1291.994874,000001,000000,,1453.49423325,000001,000000,,1154.8556430446195,000001,000000,,574.9671916010499,000001,000000,,529.8535408464567,000001,000000,,596.0852334522638,000001,000000,,0.4978693181818182,000011,000000,
2019,13,CE13_GP_2019_WW_Bio,WW,000001,000000,,2603.0,000001,000000,,1453.0,000001,000000,,58.585499999999996,000011,000000,,1,000001,000000,,,9.739,000011,000000,,8.9805,000011,000000,,73.8188,000011,000000,,24.7297,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1322.513335,000001,000000,,1487.827501875,000001,000000,,1067.503280839895,000001,000000,,595.8825459317585,000001,000000,,542.369313894357,000001,000000,,610.1654781311515,000001,000000,,0.5582020745293891,000011,000000,
2019,14,CE14_GP_2019_WW_Bio,WW,000001,000000,,2476.0,000001,000000,,1172.0,000001,000000,,55.765499999999996,000011,000000,,1,000001,000000,,,7.9765,000011,000000,,8.4149,000011,000000,,75.0022,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",19.5591,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1073.377372,000001,000000,,1207.5495434999998,000001,000000,,1015.4199475065616,000001,000000,,480.64304461942254,000001,000000,,440.1974130577427,000001,000000,,495.2220896899605,000001,000000,,0.47334410339256866,000011,000000,
2019,15,CE15_GP_2019_WW_Bio,WW,000001,000000,,3071.0,000001,000000,,1534.0,000001,000000,,57.598499999999994,000011,000000,,1,000001,000000,,,9.7246,000011,000000,,7.9872,000011,000000,,74.7938,000011,000000,,24.0065,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1411.476352,000001,000000,,1587.9108959999999,000001,000000,,1259.4324146981626,000001,000000,,629.1010498687664,000001,000000,,578.8534908136482,000001,000000,,651.2101771653543,000001,000000,,0.49951155975252365,000011,000000,
2019,16,CE16_GP_2019_WW_Bio,WW,000001,000000,,3120.0,000001,000000,,1598.0,000001,000000,,60.065999999999995,000011,000000,,1,000001,000000,,,10.2452,000011,000000,,8.5579,000011,000000,,75.5886,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",26.676,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1461.244758,000001,000000,,1643.9003527500001,000001,000000,,1279.527559055118,000001,000000,,655.3477690288713,000001,000000,,599.2637623031496,000001,000000,,674.1717325910433,000001,000000,,0.5121794871794871,000011,000000,
2019,17,CE17_GP_2019_WW_Bio,WW,000001,000000,,3168.0,000001,000000,,1650.0,000001,000000,,60.55949999999999,000011,000000,,1,000001,000000,,,10.0794,000011,000000,,9.32,000011,000000,,74.1783,000011,000000,,26.2278,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1496.22,000001,000000,,1683.2475,000001,000000,,1299.2125984251968,000001,000000,,676.6732283464567,000001,000000,,613.6072834645669,000001,000000,,690.3081938976377,000001,000000,,0.5208333333333334,000011,000000,
2019,18,CE18_GP_2019_WW_Bio,WW,000001,000000,,3506.0,000001,000000,,1905.0,000001,000000,,59.21999999999999,000011,000000,,1,000001,000000,,,10.5839,000011,000000,,7.7894,000011,000000,,73.6719,000011,000000,,26.6878,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1756.61193,000001,000000,,1976.18842125,000001,000000,,1437.8280839895012,000001,000000,,781.25,000001,000000,,720.3953124999999,000001,000000,,810.4447265624999,000001,000000,,0.5433542498573873,000011,000000,
2019,19,CE19_GP_2019_WW_Bio,WW,000001,000000,,2178.0,000001,000000,,1152.0,000001,000000,,56.7525,000011,000000,,1,000001,000000,,,9.3037,000011,000000,,8.2079,000011,000000,,71.9504,000011,000000,,22.5587,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1057.444992,000001,000000,,1189.625616,000001,000000,,893.2086614173228,000001,000000,,472.4409448818897,000001,000000,,433.6634645669291,000001,000000,,487.87139763779527,000001,000000,,0.5289256198347108,000011,000000,
2019,20,CE20_GP_2019_WW_Bio,WW,000001,000000,,2065.0,000001,000000,,1140.0,000001,000000,,56.1885,000011,000000,,1,000001,000000,,,9.6487,000011,000000,,8.1787,000011,000000,,72.5054,000011,000000,,22.9762,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1046.76282,000001,000000,,1177.6081725,000001,000000,,846.8667979002624,000001,000000,,467.5196850393701,000001,000000,,429.28265255905507,000001,000000,,482.9429841289369,000001,000000,,0.5520581113801453,000011,000000,
2019,21,CE21_GP_2019_WW_Bio,WW,000001,000000,,2638.0,000001,000000,,1504.0,000001,000000,,57.669,000011,000000,,1,000001,000000,,,9.7726,000011,000000,,8.587,000011,000000,,74.7688,000011,000000,,24.185,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1374.85152,000001,000000,,1546.70796,000001,000000,,1081.8569553805773,000001,000000,,616.7979002624671,000001,000000,,563.833464566929,000001,000000,,634.3126476377952,000001,000000,,0.5701288855193328,000011,000000,
2019,22,CE22_GP_2019_WW_Bio,WW,000001,000000,,2656.0,000001,000000,,1504.0,000001,000000,,57.034499999999994,000011,000000,,1,000001,000000,,,9.9861,000011,000000,,7.9489,000011,000000,,73.4517,000011,000000,,23.8082,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1384.448544,000001,000000,,1557.5046120000002,000001,000000,,1089.238845144357,000001,000000,,616.7979002624671,000001,000000,,567.7692519685039,000001,000000,,638.7404084645669,000001,000000,,0.5662650602409638,000011,000000,
2019,23,CE23_GP_2019_WW_Bio,WW,000001,000000,,2569.0,000001,000000,,1456.0,000001,000000,,58.726499999999994,000011,000000,,1,000001,000000,,,9.3533,000011,000000,,8.4522,000011,000000,,75.0906,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",22.6434,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1332.935968,000001,000000,,1499.552964,000001,000000,,1053.5597112860892,000001,000000,,597.1128608923884,000001,000000,,546.643687664042,000001,000000,,614.9741486220472,000001,000000,,0.5667574931880109,000011,000000,
2019,24,CE24_GP_2019_WW_Bio,WW,000001,000000,,2437.0,000001,000000,,1364.0,000001,000000,,59.149499999999996,000011,000000,,1,000001,000000,,,10.0844,000011,000000,,7.395,000011,000000,,73.9942,000011,000000,,23.4153,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1263.1322,000001,000000,,1421.023725,000001,000000,,999.4258530183727,000001,000000,,559.3832020997376,000001,000000,,518.016814304462,000001,000000,,582.7689160925197,000001,000000,,0.5597045547804679,000011,000000,
2019,25,CE25_GP_2019_WW_Bio,WW,000001,000000,,3011.0,000001,000000,,1727.0,000001,000000,,59.925,000011,000000,,1,000001,000000,,,10.6965,000011,000000,,8.3014,000011,000000,,74.0441,000011,000000,,27.6862,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1583.634822,000001,000000,,1781.58917475,000001,000000,,1234.8261154855643,000001,000000,,708.251312335958,000001,000000,,649.4565378937008,000001,000000,,730.6386051304133,000001,000000,,0.5735636001328462,000011,000000,
2019,26,CE26_GP_2019_WW_Bio,WW,000001,000000,,2982.0,000001,000000,,1640.0,000001,000000,,59.501999999999995,000011,000000,,1,000001,000000,,,10.4802,000011,000000,,8.5622,000011,000000,,74.5691,000011,000000,,27.0096,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1499.57992,000001,000000,,1687.02741,000001,000000,,1222.9330708661416,000001,000000,,672.5721784776903,000001,000000,,614.9852034120735,000001,000000,,691.8583538385826,000001,000000,,0.5499664654594232,000011,000000,
2019,27,CE27_GP_2019_WW_Bio,WW,000001,000000,,2547.0,000001,000000,,1365.0,000001,000000,,59.57249999999999,000011,000000,,1,000001,000000,,,10.3524,000011,000000,,8.3515,000011,000000,,73.7826,000011,000000,,26.1161,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1251.002025,000001,000000,,1407.377278125,000001,000000,,1044.5374015748032,000001,000000,,559.7933070866142,000001,000000,,513.0421690452756,000001,000000,,577.172440175935,000001,000000,,0.5359246171967019,000011,000000,
2019,28,CE28_GP_2019_WW_Bio,WW,000001,000000,,2745.0,000001,000000,,1455.0,000001,000000,,58.373999999999995,000011,000000,,1,000001,000000,,,10.1556,000011,000000,,7.2867,000011,000000,,73.7947,000011,000000,,23.5111,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1348.978515,000001,000000,,1517.600829375,000001,000000,,1125.7381889763778,000001,000000,,596.7027559055118,000001,000000,,553.2228161909449,000001,000000,,622.375668214813,000001,000000,,0.5300546448087432,000011,000000,
2019,29,CE29_GP_2019_WW_Bio,WW,000001,000000,,2595.0,000001,000000,,1494.0,000001,000000,,59.361,000011,000000,,1,000001,000000,,,10.121,000011,000000,,8.139,000011,000000,,75.0887,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",24.8658,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1372.40334,000001,000000,,1543.9537575000002,000001,000000,,1064.2224409448818,000001,000000,,612.6968503937007,000001,000000,,562.8294537401575,000001,000000,,633.1831354576772,000001,000000,,0.5757225433526012,000011,000000,
2019,30,CE30_GP_2019_WW_Bio,WW,000001,000000,,2776.0,000001,000000,,1585.0,000001,000000,,58.937999999999995,000011,000000,,1,000001,000000,,,9.9959,000011,000000,,8.8294,000011,000000,,74.2622,000011,000000,,25.7208,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1445.05401,000001,000000,,1625.68576125,000001,000000,,1138.4514435695537,000001,000000,,650.016404199475,000001,000000,,592.6238558070866,000001,000000,,666.7018377829725,000001,000000,,0.5709654178674352,000011,000000,
2019,31,CE31_GP_2019_WW_Bio,WW,000001,000000,,2378.0,000001,000000,,1363.0,000001,000000,,58.65599999999999,000011,000000,,1,000001,000000,,,9.9646,000011,000000,,8.4857,000011,000000,,74.4068,000011,000000,,25.6969,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1247.339909,000001,000000,,1403.257397625,000001,000000,,975.2296587926509,000001,000000,,558.9730971128608,000001,000000,,511.54031701115485,000001,000000,,575.4828566375492,000001,000000,,0.573170731707317,000011,000000,
2019,32,CE32_GP_2019_WW_Bio,WW,000001,000000,,2895.0,000001,000000,,1585.0,000001,000000,,59.00849999999999,000011,000000,,1,000001,000000,,,9.1358,000011,000000,,8.5694,000011,000000,,72.5724,000011,000000,,23.0425,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1449.17501,000001,000000,,1630.3218862499998,000001,000000,,1187.253937007874,000001,000000,,650.016404199475,000001,000000,,594.3138984580052,000001,000000,,668.6031357652558,000001,000000,,0.5474956822107081,000011,000000,
2019,33,CE33_GP_2019_WW_Bio,WW,000001,000000,,2204.0,000001,000000,,1179.0,000001,000000,,59.00849999999999,000011,000000,,1,000001,000000,,,11.7844,000011,000000,,8.6896,000011,000000,,70.2384,000011,000000,,31.5183,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1076.549616,000001,000000,,1211.118318,000001,000000,,903.8713910761154,000001,000000,,483.51377952755905,000001,000000,,441.4983661417323,000001,000000,,496.6856619094488,000001,000000,,0.5349364791288567,000011,000000,
2019,34,CE34_GP_2019_WW_Bio,WW,000001,000000,,2467.0,000001,000000,,1299.0,000001,000000,,58.162499999999994,000011,000000,,1,000001,000000,,,9.3361,000011,000000,,8.8603,000011,000000,,73.9318,000011,000000,,23.6492,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1183.904703,000001,000000,,1331.892790875,000001,000000,,1011.7290026246719,000001,000000,,532.7263779527559,000001,000000,,485.52522268700784,000001,000000,,546.2158755228838,000001,000000,,0.5265504661532225,000011,000000,
2019,35,CE35_GP_2019_WW_Bio,WW,000001,000000,,2992.0,000001,000000,,1555.0,000001,000000,,58.162499999999994,000011,000000,,1,000001,000000,,,9.0958,000011,000000,,8.5971,000011,000000,,75.6578,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",22.5355,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1421.315095,000001,000000,,1598.979481875,000001,000000,,1227.0341207349081,000001,000000,,637.7132545931759,000001,000000,,582.8884083825459,000001,000000,,655.7494594303641,000001,000000,,0.5197192513368984,000011,000000,
2019,36,CE36_GP_2019_WW_Bio,WW,000001,000000,,3200.0,000001,000000,,1695.0,000001,000000,,59.00849999999999,000011,000000,,1,000001,000000,,,8.3998,000011,000000,,8.879,000011,000000,,75.579,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",20.7006,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1544.50095,000001,000000,,1737.56356875,000001,000000,,1312.3359580052493,000001,000000,,695.1279527559054,000001,000000,,633.4075418307086,000001,000000,,712.5834845595473,000001,000000,,0.5296875,000011,000000,
2019,37,CE37_GP_2019_WW_Bio,WW,000001,000000,,2219.0,000001,000000,,982.0,000001,000000,,54.637499999999996,000011,000000,,1,000001,000000,,,10.8162,000011,000000,,8.6004,000011,000000,,69.2095,000011,000000,,27.2467,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,897.544072,000001,000000,,1009.737081,000001,000000,,910.022965879265,000001,000000,,402.7230971128609,000001,000000,,368.0872998687664,000001,000000,,414.09821235236217,000001,000000,,0.44254168544389366,000011,000000,
2019,38,CE38_GP_2019_WW_Bio,WW,000001,000000,,2721.0,000001,000000,,1470.0,000001,000000,,58.233,000011,000000,,1,000001,000000,,,10.3882,000011,000000,,9.4042,000011,000000,,71.9686,000011,000000,,27.4245,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1331.75826,000001,000000,,1498.2280425000001,000001,000000,,1115.8956692913384,000001,000000,,602.8543307086613,000001,000000,,546.1607037401575,000001,000000,,614.4307917076771,000001,000000,,0.5402425578831312,000011,000000,
2019,39,CE39_GP_2019_WW_Bio,WW,000001,000000,,2422.0,000001,000000,,1221.0,000001,000000,,56.681999999999995,000011,000000,,1,000001,000000,,,10.1043,000011,000000,,8.9478,000011,000000,,72.54,000011,000000,,26.0958,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1111.747362,000001,000000,,1250.71578225,000001,000000,,993.274278215223,000001,000000,,500.73818897637796,000001,000000,,455.93313730314964,000001,000000,,512.9247794660433,000001,000000,,0.5041288191577209,000011,000000,
2019,40,CE40_GP_2019_WW_Bio,WW,000001,000000,,2074.0,000001,000000,,1007.0,000001,000000,,58.021499999999996,000011,000000,,1,000001,000000,,,8.4212,000011,000000,,8.9387,000011,000000,,74.4276,000011,000000,,21.2829,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,916.987291,000001,000000,,1031.610702375,000001,000000,,850.5577427821522,000001,000000,,412.9757217847769,000001,000000,,376.06106094160106,000001,000000,,423.0686935593012,000001,000000,,0.48553519768563164,000011,000000,
2019,41,CE41_GP_2019_WW_Bio,WW,000001,000000,,3451.0,000001,000000,,1924.0,000001,000000,,59.854499999999994,000011,000000,,1,000001,000000,,,9.6389,000011,000000,,9.0797,000011,000000,,74.6261,000011,000000,,25.4651,000011,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,1749.306572,000001,000000,,1967.9698935,000001,000000,,1415.272309711286,000001,000000,,789.0419947506562,000001,000000,,717.3993487532808,000001,000000,,807.0742673474408,000001,000000,,0.5575195595479572,000011,000000,
