ID,Verb,Variable,NewVal,Comment,Reviewer
N-18828,Update,WeightNitrogen,4.957299967,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18829,Update,WeightNitrogen,4.432772028,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18830,Update,WeightNitrogen,3.958331115,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18831,Update,WeightNitrogen,4.228431018,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18832,Update,WeightNitrogen,4.344815145,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18833,Update,WeightNitrogen,4.292790608,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18834,Update,WeightNitrogen,4.301637844,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18835,Update,WeightNitrogen,4.437450294,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18836,Update,WeightNitrogen,4.635653998,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18837,Update,WeightNitrogen,4.084715787,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18838,Update,WeightNitrogen,4.127405682,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18839,Update,WeightNitrogen,3.696215528,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18840,Update,WeightNitrogen,3.888138589,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18841,Update,WeightNitrogen,3.898479379,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18842,Update,WeightNitrogen,4.55267749,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18843,Update,WeightNitrogen,3.941338779,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18844,Update,WeightNitrogen,4.346404377,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18845,Update,WeightNitrogen,4.25792697,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18846,Update,WeightNitrogen,4.0724124,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18847,Update,WeightNitrogen,4.247608195,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18848,Update,WeightNitrogen,4.296480212,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18849,Update,WeightNitrogen,4.088763072,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18850,Update,WeightNitrogen,4.106123214,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18851,Update,WeightNitrogen,4.402100796,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18852,Update,WeightNitrogen,4.288514755,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18853,Update,WeightNitrogen,4.409919919,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18854,Update,WeightNitrogen,4.226816693,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18855,Update,WeightNitrogen,4.599862354,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18856,Update,WeightNitrogen,4.127337531,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18857,Update,WeightNitrogen,4.082353778,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18858,Update,WeightNitrogen,4.018151475,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18859,Update,WeightNitrogen,3.97281357,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18860,Update,WeightNitrogen,4.610671065,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18861,Update,WeightNitrogen,4.236642749,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18862,Update,WeightNitrogen,4.355943554,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18863,Update,WeightNitrogen,4.035130814,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18864,Update,WeightNitrogen,3.946033124,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18865,Update,WeightNitrogen,3.9171508,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18866,Update,WeightNitrogen,4.150316784,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18867,Update,WeightNitrogen,4.424323297,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18868,Update,WeightNitrogen,4.302890581,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18869,Update,WeightNitrogen,4.008022476,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18870,Update,WeightNitrogen,4.457008111,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18871,Update,WeightNitrogen,4.28631331,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18872,Update,WeightNitrogen,4.313386855,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18873,Update,WeightNitrogen,4.095020883,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18874,Update,WeightNitrogen,4.072340483,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18875,Update,WeightNitrogen,4.451485885,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18876,Update,WeightNitrogen,4.208376555,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18877,Update,WeightNitrogen,4.189564147,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18878,Update,WeightNitrogen,4.086434033,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18879,Update,WeightNitrogen,4.049226422,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18880,Update,WeightNitrogen,4.128327803,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18881,Update,WeightNitrogen,4.282239475,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18882,Update,WeightNitrogen,4.807372877,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18883,Update,WeightNitrogen,4.510103344,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18884,Update,WeightNitrogen,4.082173409,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18885,Update,WeightNitrogen,4.204404204,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18886,Update,WeightNitrogen,3.927984297,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18887,Update,WeightNitrogen,4.161364809,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18888,Update,WeightNitrogen,3.796944935,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18889,Update,WeightNitrogen,3.860194601,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18890,Update,WeightNitrogen,3.989429888,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18891,Update,WeightNitrogen,3.809194883,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18892,Update,WeightNitrogen,3.624250238,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18893,Update,WeightNitrogen,3.834937688,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18894,Update,WeightNitrogen,3.893614672,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18895,Update,WeightNitrogen,3.96569413,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18896,Update,WeightNitrogen,4.202572972,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18897,Update,WeightNitrogen,4.252408401,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18898,Update,WeightNitrogen,4.443342689,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18899,Update,WeightNitrogen,4.420441592,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18900,Update,WeightNitrogen,4.399840381,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18901,Update,WeightNitrogen,4.64557798,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18902,Update,WeightNitrogen,4.419018927,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18903,Update,WeightNitrogen,4.4526668,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18904,Update,WeightNitrogen,3.985862526,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18905,Update,WeightNitrogen,4.258904409,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
N-18906,Update,WeightNitrogen,4.183487439,"Samples were not oven dried following milling, as is typical for other grains. Original value adjusted by a factor of 1.02 to account for moisture. See project drive for details.",Claire Phillips
